property_name,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
1 BHK Flat in New Town,shrachi greenwood park,0.26,6341.0,Built Up area: 410 (38.09 sq.m.),1.0,1,1,not available,"New Town, Kolkata East, Kolkata",2,North-West,10+ Year Old,"['Nazrul tirtha metro station', 'mandir', 'Citibank ATM', 'Hdfc bank ATM', 'Hdfc bank ATM', 'Indian overseas bank ATM', 'Tarulia Upashasthya Kendra', 'Apollo Dental Clinic', 'Sanjeevani Health and Lifestyle Pvt Ltd', 'Composite Hospital', 'Rotary Narayana Nethralaya', 'DLF Tower', 'Godrej Waterside', 'Imagine Tech Park', 'DLF IT Park', 'P.S. Srijan Techpark', 'Millennium City IT Park', 'Saltee Techpark', 'New Town Bus Depot', 'Balaka Bus Terminus', 'Indian Oil Petrol Pump', 'Vijaya bank', 'Idbi bank', 'United bank of india', 'Nazrul Tirtha', 'Bioscope', 'Penguin', 'Dominos Pizza', 'Lazeez', 'Oval', 'Cafe Coffee Day', 'Monginis', 'Aaheli', 'Azad Hind Dhaba', 'Bistro', ""Domino's"", 'Biswa Bangla Gate', 'China One', 'International Institute of Photography', 'Aliah University', 'International Institute of Hotel Management', 'Globsyn Business School']","The property is located in the best locality of new town, actiona area-1. It is in stone through distance from dlf and opposite to rail vihar. It is just 3km from biswa bangla, 2km from axis mall and 2km from axis mall.To watch the video for the apartment, go to this link : Https://rb.Gy/m4auk",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Connectivity4.3 out of 5', 'Environment4.2 out of 5']"
"2 BHK Flat in South Dumdum, Satgachi Bottola","sudhir apartment, nagendra nath rd, satgachi",0.24,2909.0,Carpet area: 825 (76.65 sq.m.),2.0,2,1,store room,"South Dumdum, Satgachi Bottola, Kolkata North, Kolkata",3,NA,10+ Year Old,,"Autos and public transport are easily available, even the metro is nearby. The location is close to kolkata airport. Situated in south dumdum, satgachi bottola, kolkata north, sudhir apartment is a well-Planned society that offers a pleasant living experience to its residents. This 2 bhk flat in kolkata north is your opportunity to be a part of this community. Containing 2 bedroom(s), 2 bathrooms, and 1 balcony, this flat is spread over a carpet area of 825 sq.Ft. This flat is situated on the 3rd floor of this 4-Floor tall residential building. This 20-Year-Old property is available for immediate possession as the project is ready to move.",,"['High Ceiling Height', 'Maintenance Staff', 'Security Personnel', 'Airy Rooms']",
"2 BHK Flat in 75 Raipur, PO - Garia, Ramgarh, Kolkata - 84",gita bhavan,0.36,3700.0,Built Up area: 966 (89.74 sq.m.),2.0,1,0,not available,"House No - 75, 75 Raipur, PO - Garia, Ramgarh, Kolkata - 84, Kolkata South, Kolkata",0,South-East,10+ Year Old,,Can also be used for office/coaching classes etc.,,,
2 BHK Flat in Dakshineswar,anima apartment,0.48,4800.0,Super Built up area 1000(92.9 sq.m.),2.0,1,1,not available,"Dakshineswar, Kolkata North, Kolkata",3,NA,5 to 10 Year Old,"['Belgachia metro station', 'City centre metro station', 'Icici bank ATM', 'Bank of india ATM', 'Sbi ATM', 'State bank of india ATM', 'Sbi ATM', 'Deutsche bank ATM', ""Dr Paul's Clinic"", 'BA 41', 'Health Cure Nursing Home', 'Rameswara Nursing Home Pvt Ltd', 'Dafodil Hospitals', 'Alokon Eye Care Pvt. Ltd.', 'Udichi ENT and Head Neck Center', 'CGHS Dispensary Lake-Town', 'Vasan Eye Care Hospital Kolkata', 'The Apollo Clinic', 'Seba', 'Bidhannagar State General Hospital', 'Bidhannagar Sub-Divisional Hospital', 'Seba Hospital', 'Salt Lake Sub-divisional Hospital', 'Nirman Community Center', 'Care Hospital of Medicare Co-Operative Society', 'BA Block Community Hall', '15 No Bus Stand S30', 'Indian Oil Petrol Pump', 'Punjab national bank', 'State bank of india', 'Hdfc bank', 'State bank of india', 'Standard chartered bank', 'South Indian Best Food', 'Aqua Java Air', 'Momo I Am', '6 Ballygunge Place', 'The Fat Monk', 'Pizza Hut', 'KFC', 'Afraa', 'Wow Momo', 'Sarada Prasad Institution For Boys', 'Salt Lake Collegiate School', 'Bidhan railway station', 'Bidhan nagar railway station', 'Patipukur railway station', 'Kolkata chitpur railway station', 'State central library']",Residential apartment for sell.Located on 3rd floor out of the 5 located in dakshineswar.It is a unfurnished property.The property has 2 bedrooms with 1 bathroom .Available at an expected price of rs 4800000.The property comes with a good construction quality which ages 5-10 years old property.,,"['Lift(s)', 'Water softening plant']","['Lifestyle4 out of 5', 'Safety4 out of 5', 'Connectivity4.1 out of 5', 'Environment3.8 out of 5']"
2 BHK Flat in Nagerbajar Dumdum,manjil abasan (apartment),0.25,3703.0,Super Built up area 675(62.71 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,1,1,not available,"143/1r. N. Guha Road, Nagerbajar Dumdum, Kolkata North, Kolkata",4,South-East,10+ Year Old,"['Jora Sib Mondir', 'Dewan Medicare And Nursing Home', 'Sankara Jyoti Eye Institute', 'Sree Balaram Seva Mandir State General Hospital', 'Jibandeep Specialist Clinic and Day Care Centre', 'Punarjyoti Eye Care', 'Restroative Clinic Pvt.Ltd.', 'Goodwill Welfare Association Seva Sadan', 'Anupama Eye Care', 'Vasan Eye Care Hospital Sodepur', 'Eye Care', 'Konnagar Matri Sadan Municipal Hospital', 'Green-View Nursing Home Kolkata', 'Amarabati Community Hall', 'Rahara bazar bus depot', 'Ubi bank', 'Icici bank', 'Rathindra Cinema', 'Prabha Fastfood Center', ""Ideal Girl's High School"", 'Amarabati school', 'Vivekananda English Academy', 'Khardaha railway station', 'Sodpur railway station', 'Titagarh railway station']","The property is east and south facing, the building is located just on the main road,very much airy..",,"['Security / Fire Alarm', 'Maintenance Staff', 'Water Storage']",
3 BHK Flat in Sodepur,siddha town madhyamgram,0.6,4054.0,Carpet area: 1480 (137.5 sq.m.),3.0,3,1,not available,"Sodepur, Kolkata South, Kolkata",3,NA,5 to 10 Year Old,"['Netaji metro station', 'Dhali Para Masjid', 'Santoshi Maa Mandir', 'Gouria moth', 'Kali Temple', 'Sbi ATM', 'Axis bank ATM', 'Sbi ATM', 'Sbi ATM', 'CGHS Dispensary Kudghat', 'Sree Krishna Nursing Home', 'Apex Clinic Pvt Ltd', 'Saroj Gupta Cancer Centre And Research Institute', 'Love Bailey Nursing Home', 'Thakur Pukur Cancer Hospital', 'Charulata Welfare Centre', 'Tapan Sinha Memorial Hospital', 'DM Hospitals Pvt. Ltd', 'Prima Orthopaedic Centre', 'James Long Clinic Pvt Limited', 'Suburban Eye Microsurgery Centre', 'Chandi tala health center', 'Lions North Kolkata Hospital and Medical Centre', 'Swadesh Basu Hospital', 'Vidyasagar State General Hospital', 'Sree Ramkrishna Pharmacy', 'CSTC Bus Terminal', 'IOCL Petrol Pump', 'Ibi ban bank', 'Ashoka cinema hall', 'Sarat Sadan', 'Madhuban Cinema', 'Chowman', 'Swami pranabananda school', 'ITI TOLLYGUNGE', 'ITI', 'Behla Blind School', 'National Gems Higher Secoundry School', 'Shaw Public Girls High School', 'Behala chowrasta metro railway station']","This beautiful 3 bhk flat in sodepur, kolkata south is situated in siddha town madhyamgram, one of the popular residential society in kolkata south. Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a carpet area of 1480 sq.Ft. The property is located on the 3rd floor of a 5 floors tall building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move.",[],,
2 BHK Flat in Haltu,"anjali apartment,jadavghar",0.15,2884.0,Super Built up area 520(48.31 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),2.0,1,0,pooja room,"Anjali Apartment House No. 9, Haltu, Kolkata South, Kolkata",2,South,5 to 10 Year Old,"['Hari Sava.Lord Krishna Temple', 'Old Radha Krishna Temple', 'Sada Kali Mandir', 'Shitala Mandir', 'Kali Mandir', 'Hanuman Mandir', 'Lord Shiva Temple', 'Hindu Temple', 'Maa Kali mandir', 'Shoni thakur mandir', 'Maa kali temple', 'Viveknagar Kalibari', 'Lake Pally Shiv Mandir', 'State bank of india ATM', 'Axis bank ATM', 'Amrapali Medical Center and Nursing Home Pvt Ltd', 'Calcutta Institute Of Maxill Ofacial Surgery and R', 'Dr. Agarwals Eye Hospital', 'A.H.IVF and Infertility Research Centre Ltd', 'Revival Nursing Home', 'Disha Eye Care Center', 'Dhakuria Sree Ramkrishna Sebasram', 'Dr. Mina Majumder Seva Mandir Pvt. Ltd', 'Aditya Birla Sankara Nethralaya', 'Cancer Hospital', 'Acharya Srimat Yogesh Brahmachari Charitable Eye Clinic', 'Frank Ross Pharmacy', 'Lokenath Medical Shop', 'Hdfc bank', 'State bank of india jadavpur stadium branch', 'Bandhan bank', 'Icici bank', 'Cinepolis', ""Harvey's"", 'Boudir Hotel', 'Naushijaan', ""Chili's"", 'Thali', 'Ozora', 'Spice Of Joy', 'Red chilli', 'RD Memorial School', 'Adarsha Balika Shikshayatan', 'Shishu Siksha Niketan', 'Jadavpur N.K. Pal Adarsha Sikshayatan', 'Jadavpur University', 'Dhakuria railway station', 'Jadavpur railway station', 'Ballygunge junction railway station', 'Dhakuria public library']","This beautiful 2 bhk apartment/flat in haltu, kolkata south is situated in anjali apartment,jadavghar, one of the popular residential society in kolkata south. This residential apartment is south-Facing direction. Constructed on a super built up area of 520 sq.Ft., the flat comprises 1 bathroom. This flat is situated on the 2nd floor of this 2 floor tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 year(s) old property. The flat comes well built with marble flooring options. This residential property is situated near close to market, close to railway station, close to school, close to hospital. All the modern amenities such as maintenance staff will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.","['5 Light', '1 Curtains', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']","['Lifestyle4 out of 5', 'Safety4.2 out of 5', 'Connectivity4 out of 5', 'Environment3.9 out of 5']"
3 BHK Flat in New Town,ircon tower,1.25,12500.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,2,not available,"C-3/2, New Town, Kolkata East, Kolkata",3,East,5 to 10 Year Old,"['mandir', 'Kali Temple', 'Rajarhat Shitala Kali Temple', 'Axis bank ATM', 'Hdfc bank ATM', 'Bhagirathi Neotia Woman And Child Care Centre', 'Apollo Dental Clinic', 'Sanjeevani Health and Lifestyle Pvt Ltd', 'Global Healthcare System', 'Tata Cancer Hospital', 'Geetanjali IT Park', 'DLF IT Park', 'DLF Tower', 'Eco Park Gate 1 Parking Lot', 'New Town Bus Depot', 'Indian Oil Petrol Pump', 'Vijaya bank', 'Bioscope', 'Stash Cafe', 'IRCTC Cafe', 'Biswa Bangla Gate', 'Hangout', 'Aaheli', 'Eco Hub', 'Cafe Coffee Day', 'Monginis', 'Aliah University', 'Amity University']","A fully furnished 3bhk with all the furniture and fixtures. Located at the most prime location at rajarhat. Opposite to the society there is reliance fresh for all your grocery needs, and within walking distance, there is well organised super market that will cater to all your household needs. The metro station is already been made for the upcoming metro line which will be connecting within 500 mtrs from the society. All over one of the finest society and location of rajarhat.","['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Stove', '10 Light', '2 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '3 Bed', '6 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Curtains', 'No Geyser', 'No Microwave']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Connectivity4.3 out of 5', 'Environment4.2 out of 5']"
3 BHK Flat in Rajarhat,shantiniketan apartment,0.65,4577.0,Carpet area: 1420 (131.92 sq.m.),3.0,2,3+,"pooja room,others","Block 1 A3, Rajarhat, Kolkata East, Kolkata",3,NA,5 to 10 Year Old,,Its a big apartment very good for 6-7 people family very friendly neighbors i am getting married outside of india so selling it feel free to call,"['1 Water Purifier', '1 Fridge', '3 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Stove', '11 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '2 Wardrobe', '2 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No AC', 'No Geyser', 'No TV']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal']","['Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Connectivity4.2 out of 5', 'Environment4.1 out of 5']"
3 BHK Flat in New Town Action Area 1,pwc cooprative housing society limited,1.28,9142.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3.0,2,2,not available,"New Town Action Area 1, Kolkata East, Kolkata",3,NA,0 to 1 Year Old,"['Nazrul tirtha metro station', 'Rabindra Tirtha Metro Station', 'mandir', 'Hdfc bank ATM', 'Citibank ATM', 'Hdfc bank ATM', 'Axis bank ATM', 'Sanjeevani Health and Lifestyle Pvt Ltd', 'Apollo Dental Clinic', 'Bhagirathi Neotia Woman And Child Care Centre', 'Tata Cancer Hospital', 'Tarulia Upashasthya Kendra', 'Composite Hospital', 'Rotary Narayana Nethralaya', 'DLF IT Park', 'DLF Tower', 'Godrej Waterside', 'Imagine Tech Park', 'Eco Park Gate 1 Parking Lot', 'New Town Bus Depot', 'Balaka Bus Terminus', 'Indian Oil Petrol Pump', 'Bioscope', 'Nazrul Tirtha', 'Vijaya bank', 'Idbi bank', 'Aaheli', 'Monginis', 'Cafe Coffee Day', 'Biswa Bangla Gate', 'IRCTC Cafe', 'Penguin', 'Dominos Pizza', 'Lazeez', 'Oval', 'Azad Hind Dhaba', 'Hangout', 'Eco Hub', 'Acharya Tulsi Academy Orchids The International School Newtown', ""St. Xavier's University"", 'International Institute of Photography']","We are the proud owners of this 3 bhk apartment available in pwc cooprative housing society limited, new town, kolkata east. It is a unit is located on 3rd floor and has a carpet area of 1120 sq.Ft. . It has 2 bathroom(s) 2 balcony(s), 3 bedrooms and drawing dining with kitched and 2 balcony's.The ownership is freehold type.
Apart from this there is a designated cover car parking space which is 124sq.Ft. Also, there is an option for buying additional car parking space!
Within walking distance from new town bus terminal and 13kms from the airport.
Multiple shindler elevators, 24/7 security and cctv on all floors with that community centre and open terrace.",[],,"['Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Connectivity4.1 out of 5', 'Environment4.1 out of 5']"
"3 BHK Flat in James Long Sarani, behala chowrasta",sarala apartment,0.7,5833.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 1030 sq.ft. (95.69 sq.m.),3.0,3,2,not available,"James Long Sarani, behala chowrasta, Kolkata South, Kolkata",3,East,5 to 10 Year Old,"['Netaji bhavan metro station', 'Rabindra sadan metro station', 'Ice Skating Rink', 'Jyotirmoyee Radha Krishna Mandir', 'Hsbc ATM', 'Sbi ATM', 'Union bank ATM', 'Sri Lakshmi Narayana Trust Maternity Home and Hospital', 'The Orthopaedic And Fracture Clinic', 'Samaritan Clinic P Ltd.', 'Duncan Gleneagles Hospitals', 'Health Point Hospitals', 'Park Clinic Kolkata', 'Lions Club Of Calcutta', 'Priyamvada Birla Aravind Eye Hospital', 'P.G.PolyClinic', 'MP Birla Eye Clinic', 'Farsight Eye Research Centre', 'Implant House Laser and Diagnostic Centre', 'East End Nursing Home', 'Sana Nursing Home', 'Harlaka Hospital', 'Gamma Centauri Health Care P Ltd.', ""Implant's Better Sight Centre Pvt Ltd"", 'Frank Ross Pharmacy', 'Aastha', 'India Tradeing Petrol Station', 'INOX Cinema', 'My Big Fat Belly', 'Automobile association of eastern India', 'Piccadilly Square', 'Dawntown Cafe', 'Jai Hind Dhaba', 'Fabbrica', ""Kewpie's"", 'Calcutta', 'Artsy Coffee & Culture', 'Street food stalls', 'Shila', 'MOMO PLAZA', ""Govinda's"", 'Cafe Coffee Day', 'Saima Restaurant', 'Monkey Bar', 'The Chocolate Room', 'Cafe Coffee Day', 'Veg restaurant', 'Haldiram Veg Restaurant', 'Haldiram']","Proper location, airy south facing rooms, avid sunlight. Open kitchen, bathroom with bathtub.","['1 Wardrobe', '1 Fan', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",
"2 BHK Flat in Kalipada Mukherjee Road, Behala Chowrastha","santiniketan apartment, behala chowrastha",0.34,4594.0,Built Up area: 740 (68.75 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,1,1,not available,"Kalipada Mukherjee Road, Behala Chowrastha, Kolkata South, Kolkata",3,NA,5 to 10 Year Old,,"Very near to bahala chowrastha metro station and well connected with tollygunge metro station, school, market, hospital near by. Friendly neighbours, gates society, pet friendly.","['4 Fan', '1 Stove', '6 Light', '1 Chimney', '1 Curtains', '2 Wardrobe', 'No AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",,
3 BHK Flat in Rajarhat,tapoban apartments,0.65,6701.0,Super Built up area 1236(114.83 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),3.0,2,2,not available,"Rajarhat, Kolkata East, Kolkata",3,North-East,5 to 10 Year Old,"['Shitala Mandir', 'State bank of india ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Allahabad bank ATM', 'Kolkata Nursing Home', 'Charnock Hospital Pvt Ltd', 'New Life Nursing Home Kolkata', 'Spandan Hospital', 'B B Eye Foundation VIP ROAD', 'Renaissance Hospital', 'Swasti Nursing Home', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Avenue Nursing Home', 'Maa Sarada Nursing Home', 'Little Hut Nirikshan Kendra', 'Revive Nursing Home', 'CGHS Dispensary', 'ILS Hospitals - Dumdum', 'Tulip Nursing Home', 'Imagine Tech Park', 'Geetanjali IT Park', 'P.S. Srijan Techpark', 'Airport Bus Stand lines VS1', 'Hdfc bank', ""McDonald's"", 'KFC', 'KFC', 'O-Zone Restaurant cum Bar', 'Stash Cafe', 'Little Friends school', 'Calcutta Public School']","Looking for a 3 bhk property for sale in kolkata east? Buy this 3 bhk flat in tapoban apartments that is situated in rajarhat, kolkata east. The flat is over 1236 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 3rd floor of a 4 floors tall building. As the project is already ready to move, so you can easily move into this 5-10 years old property. Tapoban apartments is designed very well to provide modern facilities such as maintenance staff and lift(s). You enjoy a 24*7 access to water in your flat.","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking']","['Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Connectivity4.2 out of 5', 'Environment4.1 out of 5']"
