society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,Direction
mj moti kunj,0.7,tollygunge,6862.0,Super Built up area 1020(94.76 sq.m.),3.0,2,1,not available,2,South-East,10+ Year Old,"['Mahanayak uttam kumar metro station', 'Rabindra sarobar metro station', 'Shibaloy', 'Lake Kalibari', 'State bank of india ATM', 'Swiss Park Nursing Home', 'Medline Nursing Home', 'Shankarnath Dialysis Centre and Nursing Home', 'RSV Hospital', 'Santosh Clinic', 'Siddhi Multi Speciality Ayurveda Hospital and Research Institute', 'Calcutta Lions Netra Niketan', 'hospoital', 'Mohan Clinic', 'SilverLine Eye Hospital', 'Arogya Maternity and Nursing Home', 'Cure Centre Nursing Home', 'Amri Medical Centre', 'Infirmary Orthopaedic Centre and Nursing Home', 'Sri Aurobindo Seva Kendra EEDF', 'Chandi tala health center', 'Shradha Health Care Pvt. Ltd', 'Jodhpur Park Nursing and Maternity Home Pvt Ltd', 'N.G. Nursing Home', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Tapan Sinha Memorial Hospital', 'Orchid Skin Clinic', 'KD Cure S.C. Das Memorial Medical Center', 'Kottakkal Ayurvedic Hospital and Research Centre', 'CGHS Dispensary Lake Area', 'INOX South City', 'Indian bank', 'Crossroad Cafe', 'Burgers', 'FORKSTRUCK', 'Cafe HQ', 'The Lighthouse Cafe', 'Steak Factory', 'Cakes', 'Cafe Kathmandu', 'Bombay Kulfi', 'North & South', 'Bru Mugs', 'South City International School', 'Birla Academy of Fine Arts', 'ITI', 'ITI TOLLYGUNGE', 'Swami pranabananda school', 'Tollygunge railway station', 'Lake gardens railway station']","['4 Fan', '1 Geyser', '10 Light', '1 Modular Kitchen', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal']",South
panihati pride,0.28,panihati,2750.0,Super Built up area 1023(95.04 sq.m.),3.0,2,1,not available,3,South-West,Dec 2024,,,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)']",North
anamika palms,0.36,sonarpur,3500.0,Built Up area: 1035 (96.15 sq.m.),3.0,2,2,not available,4,,Under Construction,"['Kali temple', 'Kalpana Maternity and Nursing Home South 24 Parganas', 'Satyarani Memorial Nursing Home And Diagnostic Centre', 'Sushila Clinic South 24 Parganas', 'Government Hospital', 'Sonarpur Coffee House', 'Sarada Vidyapith', 'Biswabani School', 'Sonarpur junction railway station', 'Narendrapur railway station']",,"['Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Visitor Parking', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",South
realtech curiocity,0.87,new town,12253.0,Built Up area: 1020 (94.76 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),2.0,2,1,not available,2,,1 to 5 Year Old,"['mandir', 'Kali Temple', 'Axis bank ATM', 'Hdfc bank ATM', 'Bhagirathi Neotia Woman And Child Care Centre', 'Apollo Dental Clinic', 'Sanjeevani Health and Lifestyle Pvt Ltd', 'Global Healthcare System', 'Tata Cancer Hospital', 'Belle Vue Hospital', 'Geetanjali IT Park', 'DLF IT Park', 'DLF Tower', 'Eco Park Gate 1 Parking Lot', 'New Town Bus Depot', 'Indian Oil Petrol Pump', 'Vijaya bank', 'Bioscope', 'Stash Cafe', 'IRCTC Cafe', 'Biswa Bangla Gate', 'Hangout', 'Eco Hub', 'Aaheli', 'Cafe Coffee Day', 'Monginis', 'Aliah University', 'Amity University']","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Stove', '7 Light', '1 TV', '1 Curtains', '2 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No AC', 'No Chimney', 'No Geyser', 'No Modular Kitchen']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center']",East
bellagio lvl nxt,1.02,rajarhat,4689.0,Super Built up area 2239(208.01 sq.m.),4.0,4,3,not available,3,South-East,0 to 1 Year Old,"['Kali mandir', 'Manasha Mandir', 'Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan', 'Rekjoani Shitala Mandir', 'Kanjialpara Shani Mandir', 'Rajarhat Police Station Kali Temple', 'Radha Krishna Mandir', 'Kali Mandir', 'Shreeramkhan Kali Bari Temple', 'Rajarhat Shitala Kali Temple', 'Bhattacharya Orthopaedics and Related Research Centre Pvt Ltd', 'Netram Eye Hospital', 'Kolkata Nursing Home', 'Maa Sarada Nursing Home', 'Little Hut Nirikshan Kendra', 'Charnock Hospital Pvt Ltd', 'Renaissance Hospital', 'Geetanjali IT Park', 'Airport Bus Stand lines VS1', 'Indian Oil', 'KATHI JUNCTION', 'KFC', ""McDonald's"", 'Stash Cafe']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Fitness Centre / GYM']",East
titas apartment,0.75,lake town,4166.0,Built Up area: 1800 (167.23 sq.m.)Carpet area: 1480 sq.ft. (137.5 sq.m.),3.0,2,2,not available,3,North-East,0 to 1 Year Old,"['Central park metro station', 'The Church of Jesus Christ of Latter-day Saints', 'State bank of india ATM', 'Sbi ATM', 'Icici bank ATM', 'Deutsche bank ATM', 'Dafodil Hospitals', 'Udichi ENT and Head Neck Center', 'Health Cure Nursing Home', 'Alokon Eye Care Pvt. Ltd.', 'bangur medical center', 'CGHS Dispensary Lake-Town', ""Dr Paul's Clinic"", 'CGHS Dispensary Salt-Lake AF', 'Anandalok Polyclinic', 'Bidhannagar State General Hospital', 'Seba Hospital', 'Seba', 'Bidhannagar Sub-Divisional Hospital', 'Suraksha Diagnostic', 'Aditya Hospital', 'BA 41', 'Vasan Eye Care Hospital Kolkata', 'Salt Lake Sub-divisional Hospital', 'Salt Lake City Medical Centre', 'The Apollo Clinic', 'Nirman Community Center', ""BF block Residents' Association"", 'BA Block Community Hall', 'Indian Oil Petrol Pump', 'Punjab national bank', 'Hdfc bank', 'PVR', 'Aqua Java Air', 'Oudh 1590', 'Momo I Am', '6 Ballygunge Place', 'The Fat Monk', 'KFC', 'Wow Momo', 'Bhikaaram', 'KFC', 'Pizza Hut', 'Sarada Vidyapith', 'Salt Lake Collegiate School', 'Maulana Abul Kalam Azad University of Technology', 'West Bengal University of Technology', 'Aliah University', 'Patipukur railway station']","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,North
signum windmere,0.41,madhyamgram,4363.0,Super Built up area 951(88.35 sq.m.),2.0,2,1,not available,11,South-East,0 to 1 Year Old,"['Birati metro station', 'Star Mall', 'Kalyani Expy', ""St.Mary's Public School"", 'JIS university', 'BC Roy Hospital', 'NSCB International Airport', 'New Barrackpore Railway Station']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",North
joyville western heights,0.87,howrah,8885.0,Carpet area: 900 (83.61 sq.m.),3.0,2,3+,not available,4,,0 to 1 Year Old,"['Bankra Market', 'Jaypee International Haat', 'Balitikuri Bazar', 'Tentulkuli, West Bengal', 'Podar International School', 'Baltikuri ESI Hospital', 'Bandhan Bank Salap Dsc', 'Fino Payment Bank Eksara', 'ICICI Bank Bankra', 'HDFC Bank, Domjur', 'Santragachi Bus Terminus', 'Santragachi Station', 'Baltikuri Junction Railway', 'India Post, Paikandashi', 'Lakeland Country Club']",,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",West
onex privy,3.25,kalighat,15011.0,Super Built up area 2165(201.14 sq.m.),4.0,3,1,not available,1,,1 to 5 Year Old,"['Jatin das park metro station', 'Kalighat metro station', 'Radha Krishna Mandir', 'Axis bank ATM', 'Dhanalakshimi bank ATM', 'State bank of india ATM', 'CGHS Dispensary Bhownipur-Kalighat', 'Chittaranjan National Cancer Institute Hospital', 'Paramount Nursing Home', 'Elite Nursing Home', 'Ashutosh Nursing Home', 'Chittaranjan Seva Sadan', 'Paramount Clinic', 'Probal Eye Institute', 'Palm Springs', 'Chittaranjan Shishu Hospital', 'Microlap Nursing Home', 'Rama Krishna Mission Seva Pratisthan', 'Dental Hospital', 'Calcutta Heart Research Center', 'Amulya Jyoti Eye Foundation', 'Centre Point Nursing Home', 'Smile And Profile Dental Treatment Centre Pvt Ltd', 'Anandalok Hospital', 'Southern Nursing Home', 'N.G. Nursing Home', 'Nemesis Eye Centre', 'B.N Basu Memorial Clinic Appolo Nursing Home', 'Kottakkal Ayurvedic Hospital and Research Centre', 'Himalaya Vision Care Centre', 'Get Well', 'Sri Ramakrishna Pharmacy', 'Bijoli Cinema Hall', 'Indira Cinema Hall', 'Bharati Cinema Hall', 'Purna Cinema', 'Cinepolis', 'Axis bank', 'Cafe coffee day', 'Ammini', 'Banana Leaf', 'Barbeque Nation', 'Cafe Coffee Day', ""Radu Babu's"", 'Bru Mugs', 'Shyama Prasad College', 'Jogomaya Devi College', 'Asutosh College', 'The New Horizon High School', 'Gita bhavan library']","['5 Fan', '12 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",South
swastika co-operative housing society,0.7,chetla,5454.0,Built Up area: 1100 (102.19 sq.m.),2.0,2,2,not available,2,South-East,1 to 5 Year Old,"['Kalighat metro station', 'Rabindra sarobar metro station', 'Shibaloy', 'Union bank of india ATM', 'Axis bank ATM', 'State bank of india ATM', 'Dhanalakshimi bank ATM', 'State bank of india ATM', 'B.P. Poddar Hospital', 'Orchid Skin Clinic', 'Shradha Health Care Pvt. Ltd', 'Ramakrishma Sarada Mission Matri Bhavan Hospital', 'Dental Hospital', 'N.G. Nursing Home', 'Arogya Maternity and Nursing Home', 'Siddhi Multi Speciality Ayurveda Hospital and Research Institute', 'Infirmary Orthopaedic Centre and Nursing Home', 'Ashutosh Nursing Home', 'Mohan Clinic', 'Probal Eye Institute', 'RSV Hospital', 'Hope Hospital', 'Palm Springs', 'Santosh Clinic', 'Smile And Profile Dental Treatment Centre Pvt Ltd', 'Shankarnath Dialysis Centre and Nursing Home', 'Medline Nursing Home', 'South Suburban Clinic', 'CGHS Dispensary Bhownipur-Kalighat', 'Get Well', 'Indian Oil Petrol Pump', 'Axis bank', 'Cinepolis', 'Ikura - Flavours of Pan Asia', 'Bru Mugs', 'Cafe HQ', 'Kookie jar', 'Cream & Fudge', 'Steak Factory', 'North & South', ""Radu Babu's"", 'Bombay Kulfi', ""Domino's Pizza"", 'Cafe Kathmandu', 'Cafe Coffee Day', 'Barbeque Nation', 'Banana Leaf', 'Cakes', 'New alipore railway station', 'Tollygunge railway station']","['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,South
srijoyee,0.35,mukundapur,4052.0,Super Built up area 925(85.94 sq.m.),2.0,2,1,not available,1,South,5 to 10 Year Old,"['Durga mandir', 'Shani mandir garia dhalua', 'Maa kali temple garia dhalua', 'Bikram mess kali mandir', 'Maa kali temple', 'Shoni thakur mandir', 'Maa Kali mandir', 'Hindu Temple', 'Lord Shiva Temple', 'Old Radha Krishna Temple', 'Sada Kali Mandir', 'Shitala Mandir', 'Kali Mandir', 'Hanuman Mandir', 'Hari Sava.Lord Krishna Temple', 'Bank of baroda ATM', 'Pnb ATM', 'Netaji Subhash Chandra Bose Cancer Reasearch Inst', 'Aditya Birla Sankara Nethralaya', 'Sunetra Eye and Family Care Centre', 'Peerless Hospital and B.K.Roy Research Center', 'Apex Institute Of Medical Sciences', 'A.H.IVF and Infertility Research Centre Ltd', 'Namita Biswas Memorial Eye Hospital', 'Red Plus Society Nursing Home', 'Red Cross Society Medical Strore', 'Santoshpur BBD BAG mini bus stopage', 'State bank of india jadavpur stadium branch', 'Hdfc bank', 'Trishna fast food', 'Neils Kitchen', 'Cafe Coffee Day', 'Sandwiches', 'Sammilani Mahavidyalaya', 'New garia railway station', 'Garia railway station', 'Bagha jatin railway station', 'Dhakuria public library']",[],,South
hiland greens,0.35,maheshtala,5239.0,Super Built up area 1060(98.48 sq.m.)Built Up area: 820 sq.ft. (76.18 sq.m.)Carpet area: 668 sq.ft. (62.06 sq.m.),3.0,2,1,not available,13,South-East,1 to 5 Year Old,"['kali mandir', 'ESI Hospital', 'Sarangabad School', 'Nangi railway station', 'Budge budge railway station']",,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'No open drainage around', 'Park', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']",South
maya enclave,0.39,konnagar,4333.0,Carpet area: 900 (83.61 sq.m.),3.0,2,2,not available,2,South,0 to 1 Year Old,"['Kanaipur Barowaritala Kali Mandir', 'Kanaipur Rural Hospital', 'Seva Nursing Home Hooghly', 'Patha Bhaban', 'Methodist School']",,"['Lift(s)', 'Water softening plant']",West
aster gardens,0.5,rajarhat,4835.0,Super Built up area 1034(96.06 sq.m.),3.0,2,1,not available,1,South-West,1 to 5 Year Old,"['Nathpara Shib Mandir', 'Nathpara Temple', 'Dakbunglow Shani Kali Mandir', 'Masjid', 'Rajarhat Shitala Kali Temple', 'Hanuman Mandir', 'Krishna Mandir', 'Badamtala Shib Mandir', 'Kali Mandir', 'Shreeramkhan Kali Bari Temple', 'Radha Krishna Mandir', 'Rajarhat Police Station Kali Temple', 'Rekjoani Shitala Mandir', 'Mukherjee Barir Durgadalan', 'Dharmaraj Temple', 'Kanjialpara Shani Mandir', 'Kali Mandir', 'Kali Temple', 'Manasha Mandir', 'Kali mandir', 'Geetanjali IT Park', 'Indian Oil', 'Stash Cafe', 'Amity University', 'Aliah University']","['5 Fan', '1 Fridge', '1 Sofa', '1 Dining Table', '1 Stove', '9 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']",East
madhavi manjuri,0.37,behala,4302.0,Super Built up area 1085(100.8 sq.m.)Carpet area: 860 sq.ft. (79.9 sq.m.),3.0,2,1,not available,3,,0 to 1 Year Old,"['Behala Market', 'Santoshi Maa Mandir', 'Kali Temple', 'Jagannath Temple', 'Laxmi Narayan Mandir', 'Sitala Mandir', 'Hari Sabha', 'Dhali Para Masjid', 'Shibaloy', 'Sbi ATM', 'Axis bank ATM', 'James Long Clinic Pvt Limited', 'Apex Clinic Pvt Ltd', 'Vidyasagar State General Hospital', 'CGHS Dispensary Kudghat', 'Pratihar Nursing Home', 'Prima Orthopaedic Centre', 'Suburban Eye Microsurgery Centre', 'Love Bailey Nursing Home', 'Mohanananda Brahmachari Sishu Seva Pratisthan', ""Kolkata Women's Clinic"", 'Behala Balananda Brahmachari Hospital and Research Center', 'DM Hospitals Pvt. Ltd', 'Hope Hospital', 'Sree Krishna Nursing Home', 'South Suburban Clinic', 'Sakuntala Nursing Home', 'Vivekananda Hospital and Research Institute', 'Netaji Eye Hospital', 'Tapan Sinha Memorial Hospital', 'Sree Ramkrishna Pharmacy', 'Vivekananda pharmacy', 'Parnasree Bus Stand', 'Ashoka cinema hall', 'Sarat Sadan', 'Ajanta Cinema', 'Chowman', 'Panna Sweets', 'PANNA SWEETS', 'Haji Saheb', 'Swapan Tea Stall', 'Behla Blind School', 'National Gems Higher Secoundry School', 'Shaw Public Girls High School', 'Swami pranabananda school', 'Behala chowrasta metro railway station', 'Behala bazar metro railway station']",,['Feng Shui / Vaastu Compliant'],South
gm meena ganga,0.63,krishnapur,5250.0,Carpet area: 1208 (112.23 sq.m.),3.0,2,1,not available,5,South-East,5 to 10 Year Old,"['The Church of Jesus Christ of Latter-day Saints', 'Icici bank ATM', 'Hdfc bank ATM', 'Bank of baroda ATM', 'Allahabad bank ATM', 'Union bank of india ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc ATM', 'Sbi ATM', 'Revive Nursing Home', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Swasti Nursing Home', 'New Life Nursing Home Kolkata', 'CGHS Dispensary Salt-Lake AF', 'B B Eye Foundation VIP ROAD', 'Spandan Hospital', 'Avenue Nursing Home', 'Anandalok Polyclinic', 'Renaissance Hospital', 'Tarulia Upashasthya Kendra', 'Charnock Hospital Pvt Ltd', 'Kolkata Nursing Home', 'Anandalok', 'Aditya Hospital', 'Anandalok Hospital Salt Lake City', 'bangur medical center', 'Composite Hospital', ""BF block Residents' Association"", 'Imagine Tech Park', 'P.S. Srijan Techpark', 'Saltee Techpark', 'Daga Service Station', 'Hdfc bank', 'PVR', 'O-Zone Restaurant cum Bar', 'KFC', ""Santa's Fantasea"", ""Mishra's"", 'KFC', ""McDonald's"", 'New Rajkumar Sweets', 'Calcutta Public School', 'Maulana Abul Kalam Azad University of Technology', 'West Bengal University of Technology', 'Little Friends school', 'Aliah University']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center']",East
sananda apartment,0.26,ch,3363.0,Super Built up area 892(82.87 sq.m.)Built Up area: 716 sq.ft. (66.52 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),3.0,2,1,not available,4,,1 to 5 Year Old,"['24hr ATM', 'Imambara District Hospital Hooghly', 'Chinsurah Medicare Nursing Home', 'R.M.Eye Foundation', 'Sunayan Eye Care and Surgery', 'Amala Nursing Home', 'Noor Eye Care', 'Chandannagore S D Hospital', 'Naihati Municipality Maternity Hospital', 'Green View Clinic And Nursing Home', 'Hooghly ghat railway station', 'Chuchura railway station', 'Kankinara railway station', 'Naihati junction railway station', 'Hooghly railway station']","['1 Water Purifier', '7 Fan', '1 Geyser', '10 Light', '2 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '10 Curtains', '2 Wardrobe', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine']",['Lift(s)'],West
ps one 10,2.05,new town,16413.0,Built Up area: 1758 (163.32 sq.m.)Carpet area: 1249 sq.ft. (116.04 sq.m.),4.0,4,3,servant room,12,,Within 6 months,"['Nazrul Tirtha Metro Station', 'Galaxy Mall', 'The Newtown School', 'Aliah University', 'Ohio Hospital', 'Kolkata Airport', 'Ghum Railway Station']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",East
green park,0.35,kamalgazi,3043.0,Carpet area: 1150 (106.84 sq.m.),3.0,2,1,not available,3,North-East,5 to 10 Year Old,"['Sitala mandir', 'Bikram mess kali mandir', 'Maa kali temple garia dhalua', 'Shani mandir garia dhalua', 'Kali temple', 'Hindustan Health Point Pvt Ltd', 'Remedy Hospital Unit Of Remedy Medical Services Pvt Ltd', 'Namita Biswas Memorial Eye Hospital', 'Yubatirtha club', 'Petrol pump', 'Sarada Vidyapith', 'Biswabani School', 'Narendrapur railway station', 'Garia railway station']","['1 Fan', '1 Fridge', '1 Geyser', '1 Stove', '1 Light', '1 Chimney', '1 Curtains', '1 Wardrobe', '1 Sofa', '1 Microwave', 'No AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No TV', 'No Washing Machine', 'No Water Purifier']",,South
